Quarter,Category,Store,Department,Amount
"Q1, 26",Cost of Goods Sold,F,PRODUCE ,-4020.00
"Q4, 25",Cost of Goods Sold,F,MEAT ,-3871.00
"Q4, 24",Cost of Goods Sold,F,PRODUCE ,-3806.00
"Q1, 24",Cost of Goods Sold,F,HBA ,-3685.00
"Q2, 24",Cost of Goods Sold,F,MEAT ,-3633.00
"Q3, 25",Cost of Goods Sold,F,MEAT ,-3612.00
"Q4, 24",Cost of Goods Sold,F,MEAT ,-3483.00
"Q2, 24",Cost of Goods Sold,F,MEAT ,-3483.00
"Q3, 24",Cost of Goods Sold,F,PRODUCE ,-3306.00
"Q3, 24",Cost of Goods Sold,F,MEAT ,-3204.00
"Q1, 26",Cost of Goods Sold,F,FLORAL ,-3118.00
"Q2, 26",Cost of Goods Sold,F,MEAT ,-3105.00
"Q1, 25",Cost of Goods Sold,F,DELI ,-3018.00
"Q1, 26",Cost of Goods Sold,F,MEAT ,-2944.00
"Q1, 25",Cost of Goods Sold,F,TOBACCO ,-2864.00
"Q3, 25",Cost of Goods Sold,F,MEAT ,-2769.00
"Q2, 24",Cost of Goods Sold,F,PRODUCE ,-2697.00
"Q3, 25",Cost of Goods Sold,F,PRODUCE ,-2653.00
"Q2, 25",Cost of Goods Sold,F,Grocery,-2644.00
"Q2, 25",Cost of Goods Sold,F,MEAT ,-2615.00
"Q3, 24",Cost of Goods Sold,F,MEAT ,-2567.00
"Q1, 24",Cost of Goods Sold,F,MEAT ,-2388.00
"Q2, 24",Cost of Goods Sold,F,HBA ,-2370.00
"Q1, 25",Cost of Goods Sold,F,MEAT ,-2351.00
"Q4, 25",Cost of Goods Sold,F,PRODUCE ,-2221.00
"Q4, 24",Cost of Goods Sold,F,BAKERY ,-1891.00
"Q4, 25",Cost of Goods Sold,F,MEAT ,-1886.00
"Q2, 26",Cost of Goods Sold,F,DELI ,-1700.00
"Q2, 26",Cost of Goods Sold,F,MEAT ,-1609.00
"Q4, 25",Cost of Goods Sold,F,BAKERY ,-1600.00
"Q1, 26",Cost of Goods Sold,F,DELI ,-1575.00
"Q3, 25",Cost of Goods Sold,F,MEAT ,-1534.00
"Q1, 26",Cost of Goods Sold,F,MEAT ,-1240.00
"Q2, 25",Cost of Goods Sold,F,BAKERY ,-1166.00
"Q3, 25",Cost of Goods Sold,F,Grocery,-1142.00
"Q2, 25",Cost of Goods Sold,F,DELI ,-1108.00
"Q2, 26",Cost of Goods Sold,F,Grocery,-1083.00
"Q1, 25",Cost of Goods Sold,F,Grocery,-1060.00
"Q2, 26",Cost of Goods Sold,F,BAKERY ,-1042.00
"Q1, 25",Cost of Goods Sold,F,BAKERY ,-936.00
"Q4, 24",Cost of Goods Sold,F,DELI ,-828.00
"Q1, 26",Cost of Goods Sold,F,MEAT ,-818.00
"Q1, 25",Cost of Goods Sold,F,HBA ,-794.00
"Q1, 26",Cost of Goods Sold,F,TOBACCO ,-650.00
"Q1, 25",Cost of Goods Sold,F,BAKERY ,-643.00
"Q1, 25",Cost of Goods Sold,F,Grocery,-636.00
"Q1, 24",Cost of Goods Sold,F,TOBACCO ,-633.00
"Q3, 24",Cost of Goods Sold,F,TOBACCO ,-587.00
"Q2, 24",Cost of Goods Sold,F,TOBACCO ,-579.00
"Q2, 24",Cost of Goods Sold,F,Grocery,-576.00
"Q2, 26",Cost of Goods Sold,F,DELI ,-565.00
"Q4, 24",Cost of Goods Sold,F,PURCHASE DISCOUNT,-502.00
"Q3, 25",Cost of Goods Sold,F,BAKERY ,-493.00
"Q4, 24",Cost of Goods Sold,F,Dairy,-485.00
"Q4, 25",Cost of Goods Sold,F,DELI ,-475.00
"Q1, 26",Cost of Goods Sold,F,BAKERY ,-459.00
"Q3, 24",Cost of Goods Sold,F,PURCHASE DISCOUNT,-448.00
"Q2, 25",Cost of Goods Sold,F,Grocery,-425.00
"Q1, 25",Cost of Goods Sold,F,PURCHASE DISCOUNT,-415.00
"Q4, 25",Cost of Goods Sold,F,PURCHASE DISCOUNT,-399.00
"Q2, 25",Cost of Goods Sold,F,DELI ,-390.00
"Q2, 26",Cost of Goods Sold,F,BAKERY ,-386.00
"Q4, 25",Cost of Goods Sold,F,BAKERY ,-377.00
"Q2, 25",Cost of Goods Sold,F,BAKERY ,-376.00
"Q3, 25",Cost of Goods Sold,F,PURCHASE DISCOUNT,-364.00
"Q2, 24",Cost of Goods Sold,F,PURCHASE DISCOUNT,-362.00
"Q2, 25",Cost of Goods Sold,F,PURCHASE DISCOUNT,-357.00
"Q3, 25",Cost of Goods Sold,F,DELI ,-354.00
"Q2, 26",Cost of Goods Sold,F,PURCHASE DISCOUNT,-347.00
"Q4, 24",Cost of Goods Sold,F,HBA ,-345.00
"Q4, 24",Cost of Goods Sold,F,BAKERY ,-336.00
"Q2, 26",Cost of Goods Sold,F,MEAT ,-327.00
"Q1, 26",Cost of Goods Sold,F,PURCHASE DISCOUNT,-316.00
"Q1, 26",Cost of Goods Sold,F,BAKERY ,-315.00
"Q4, 25",Cost of Goods Sold,F,Grocery,-309.00
"Q4, 24",Cost of Goods Sold,F,Grocery,-288.00
"Q1, 26",Cost of Goods Sold,F,Grocery,-267.00
"Q1, 25",Cost of Goods Sold,F,BAKERY ,-262.00
"Q3, 25",Cost of Goods Sold,F,Grocery,-254.00
"Q2, 25",Cost of Goods Sold,F,TOBACCO ,-252.00
"Q2, 25",Cost of Goods Sold,F,DELI ,-242.00
"Q1, 25",Cost of Goods Sold,F,MEAT ,-241.00
"Q3, 25",Cost of Goods Sold,F,TOBACCO ,-241.00
"Q2, 25",Cost of Goods Sold,F,MEAT ,-234.00
"Q1, 24",Cost of Goods Sold,F,Grocery,-214.00
"Q3, 24",Cost of Goods Sold,F,Grocery,-214.00
"Q2, 25",Cost of Goods Sold,F,TOBACCO ,-210.00
"Q4, 25",Cost of Goods Sold,F,MEAT ,-198.00
"Q3, 25",Cost of Goods Sold,F,BAKERY ,-198.00
"Q1, 24",Cost of Goods Sold,F,PURCHASE DISCOUNT,-197.00
"Q1, 25",Cost of Goods Sold,F,DELI ,-196.00
"Q1, 25",Cost of Goods Sold,F,BAKERY ,-147.00
"Q2, 26",Cost of Goods Sold,F,PRODUCE ,-147.00
"Q4, 24",Cost of Goods Sold,F,TOBACCO ,-146.00
"Q3, 25",Cost of Goods Sold,F,BAKERY ,-138.00
"Q3, 24",Cost of Goods Sold,F,MEAT ,-137.00
"Q1, 25",Cost of Goods Sold,F,DELI ,-133.00
"Q2, 25",Cost of Goods Sold,F,BAKERY ,-132.00
"Q4, 25",Cost of Goods Sold,F,DELI ,-122.00
"Q4, 25",Cost of Goods Sold,F,BAKERY ,-106.00
"Q1, 25",Cost of Goods Sold,F,HBA ,-105.00
"Q2, 24",Cost of Goods Sold,F,TOBACCO ,-101.00
"Q1, 26",Cost of Goods Sold,F,BAKERY ,-97.00
"Q1, 24",Cost of Goods Sold,F,TOBACCO ,-91.00
"Q1, 26",Cost of Goods Sold,F,DELI ,-88.00
"Q1, 26",Cost of Goods Sold,F,PRODUCE ,-86.00
"Q4, 24",Cost of Goods Sold,F,DELI ,-83.00
"Q4, 24",Cost of Goods Sold,F,PRODUCE ,-77.00
"Q4, 24",Cost of Goods Sold,F,TOBACCO ,-72.00
"Q2, 24",Cost of Goods Sold,F,PRODUCE ,-68.00
"Q2, 24",Cost of Goods Sold,F,Dairy,-67.00
"Q4, 24",Cost of Goods Sold,F,HBA ,-63.00
"Q2, 24",Cost of Goods Sold,F,TOBACCO ,-60.00
"Q2, 26",Cost of Goods Sold,F,TOBACCO ,-57.00
"Q4, 24",Cost of Goods Sold,F,HBA ,-55.00
"Q1, 24",Cost of Goods Sold,F,HBA ,-53.00
"Q4, 24",Cost of Goods Sold,F,DELI ,-53.00
"Q3, 24",Cost of Goods Sold,F,TOBACCO ,-52.00
"Q1, 24",Cost of Goods Sold,F,PRODUCE ,-52.00
"Q3, 24",Cost of Goods Sold,F,PRODUCE ,-49.00
"Q2, 25",Cost of Goods Sold,F,PRODUCE ,-49.00
"Q3, 24",Cost of Goods Sold,F,HBA ,-48.00
"Q2, 24",Cost of Goods Sold,F,HBA ,-47.00
"Q4, 24",Cost of Goods Sold,F,BAKERY ,-41.00
"Q1, 24",Cost of Goods Sold,F,TOBACCO ,-40.00
"Q2, 26",Cost of Goods Sold,F,Grocery,-38.00
"Q1, 25",Cost of Goods Sold,F,TOBACCO ,-38.00
"Q1, 26",Cost of Goods Sold,F,DELI ,-38.00
"Q2, 26",Cost of Goods Sold,F,BAKERY ,-38.00
"Q2, 25",Cost of Goods Sold,F,TOBACCO ,-35.00
"Q3, 25",Cost of Goods Sold,F,MEAT ,-31.00
"Q2, 26",Cost of Goods Sold,F,DELI ,-29.00
"Q3, 25",Cost of Goods Sold,F,PRODUCE ,-29.00
"Q4, 25",Cost of Goods Sold,F,HBA ,-28.00
"Q2, 25",Cost of Goods Sold,F,PRODUCE ,-27.00
"Q1, 24",Cost of Goods Sold,F,Dairy,-27.00
"Q3, 25",Cost of Goods Sold,F,HBA ,-27.00
"Q3, 25",Cost of Goods Sold,F,TOBACCO ,-25.00
"Q2, 25",Cost of Goods Sold,F,HBA ,-25.00
"Q4, 25",Cost of Goods Sold,F,PRODUCE ,-24.00
"Q3, 24",Cost of Goods Sold,F,TOBACCO ,-22.00
"Q1, 25",Cost of Goods Sold,F,PRODUCE ,-21.00
"Q1, 26",Cost of Goods Sold,F,HBA ,-20.00
"Q1, 25",Cost of Goods Sold,F,PRODUCE ,-19.00
"Q4, 25",Cost of Goods Sold,F,TOBACCO ,-17.00
"Q1, 26",Cost of Goods Sold,F,PRODUCE ,-14.00
"Q3, 25",Cost of Goods Sold,F,PRODUCE ,-13.00
"Q1, 24",Cost of Goods Sold,F,HBA ,-10.00
"Q3, 24",Cost of Goods Sold,F,PRODUCE ,-10.00
"Q3, 24",Cost of Goods Sold,F,HBA ,-7.00
"Q1, 26",Cost of Goods Sold,F,TOBACCO ,-6.00
"Q2, 26",Cost of Goods Sold,F,TOBACCO ,-6.00
"Q4, 24",Cost of Goods Sold,F,TOBACCO ,-6.00
"Q1, 25",Cost of Goods Sold,F,HBA ,-5.00
"Q2, 26",Cost of Goods Sold,F,HBA ,-5.00
"Q2, 24",Cost of Goods Sold,F,HBA ,-4.00
"Q2, 24",Cost of Goods Sold,F,PRODUCE ,-4.00
"Q4, 25",Cost of Goods Sold,F,PRODUCE ,-4.00
"Q2, 26",Cost of Goods Sold,F,PRODUCE ,-4.00
"Q1, 24",Cost of Goods Sold,F,PRODUCE ,-2.00
"Q4, 25",Sales,F,FLORAL ,0.00
"Q4, 24",Cost of Goods Sold,F,MEAT ,0.00
"Q2, 25",Cost of Goods Sold,F,HBA ,0.00
"Q3, 25",Cost of Goods Sold,F,HBA ,0.00
"Q4, 25",Cost of Goods Sold,F,HBA ,0.00
"Q4, 24",Cost of Goods Sold,F,PRODUCE ,0.00
"Q3, 25",Cost of Goods Sold,F,TOBACCO ,0.00
"Q4, 25",Cost of Goods Sold,F,TOBACCO ,0.00
"Q3, 24",Cost of Goods Sold,F,Dairy,0.00
"Q4, 25",Cost of Goods Sold,F,Dairy,0.00
"Q3, 25",Cost of Goods Sold,F,FLORAL ,0.00
"Q4, 25",Cost of Goods Sold,F,FLORAL ,0.00
"Q2, 26",Cost of Goods Sold,F,FLORAL ,0.00
"Q3, 25",Cost of Goods Sold,F,HBA ,0.00
"Q4, 25",Cost of Goods Sold,F,HBA ,0.00
"Q2, 25",Cost of Goods Sold,F,HBA ,0.00
"Q3, 25",Cost of Goods Sold,F,HBA ,0.00
"Q4, 25",Cost of Goods Sold,F,HBA ,0.00
"Q2, 24",Supplies,F,MEAT ,0.00
"Q4, 24",Supplies,F,MEAT ,0.00
"Q4, 24",Supplies,F,PRODUCE ,0.00
"Q3, 25",Wages,F,Grocery,0.00
"Q2, 24",Wages,F,Store Mgr Pay,0.00
"Q3, 24",Wages,F,Store Mgr Pay,0.00
"Q4, 24",Wages,F,Store Mgr Pay,0.00
"Q2, 24",Wages,F,Grocery,0.00
"Q3, 24",Wages,F,Grocery,0.00
"Q2, 24",Wages,F,MEAT ,0.00
"Q3, 24",Wages,F,MEAT ,0.00
"Q2, 24",Wages,F,Store Mgr Pay,0.00
"Q3, 24",Wages,F,Store Mgr Pay,0.00
"Q2, 25",Wages,F,MEAT ,0.00
"Q4, 24",Wages,F,PRODUCE ,0.00
"Q4, 25",Wages,F,MEAT ,2.00
"Q1, 24",Cost of Goods Sold,F,HBA ,26.00
"Q1, 26",Supplies,F,DELI ,34.00
"Q2, 26",Wages,F,PRODUCE ,39.00
"Q2, 26",Wages,F,Grocery,49.00
"Q1, 24",Wages,F,Store Mgr Pay,52.00
"Q4, 24",Cost of Goods Sold,F,HBA ,55.00
"Q2, 26",Wages,F,MEAT ,71.00
"Q1, 26",Cost of Goods Sold,F,TOBACCO ,80.00
"Q3, 24",Cost of Goods Sold,F,HBA ,102.00
"Q3, 25",Sales,F,FLORAL ,112.00
"Q2, 25",Cost of Goods Sold,F,FLORAL ,112.00
"Q4, 25",Wages,F,PRODUCE ,117.00
"Q1, 24",Wages,F,MEAT ,120.00
"Q2, 25",Supplies,F,PRODUCE ,122.00
"Q4, 24",Wages,F,PRODUCE ,144.00
"Q4, 25",Wages,F,Store Mgr Pay,162.00
"Q1, 26",Wages,F,MEAT ,173.00
"Q4, 24",Cost of Goods Sold,F,DELI ,187.00
"Q3, 25",Supplies,F,PRODUCE ,189.00
"Q4, 25",Wages,F,MEAT ,189.00
"Q1, 25",Wages,F,Grocery,192.00
"Q4, 24",Cost of Goods Sold,F,TOBACCO ,194.00
"Q2, 25",Wages,F,Grocery,203.00
"Q1, 24",Wages,F,Grocery,204.00
"Q2, 26",Supplies,F,DELI ,219.00
"Q4, 25",Cost of Goods Sold,F,TOBACCO ,221.00
"Q2, 25",Cost of Goods Sold,F,PRODUCE ,232.00
"Q1, 26",Cost of Goods Sold,F,TOBACCO ,236.00
"Q4, 25",Sales,F,TOBACCO ,239.00
"Q2, 26",Cost of Goods Sold,F,TOBACCO ,247.00
"Q4, 25",Supplies,F,PRODUCE ,255.00
"Q1, 26",Supplies,F,PRODUCE ,270.00
"Q3, 25",Wages,F,PRODUCE ,279.00
"Q3, 25",Cost of Goods Sold,F,TOBACCO ,282.00
"Q1, 25",Wages,F,PRODUCE ,289.00
"Q1, 25",Sales,F,FLORAL ,294.00
"Q3, 25",Sales,F,TOBACCO ,302.00
"Q1, 26",Sales,F,FLORAL ,305.00
"Q1, 26",Wages,F,Grocery,305.00
"Q4, 25",Wages,F,Grocery,307.00
"Q1, 25",Supplies,F,Grocery,313.00
"Q4, 24",Wages,F,MEAT ,314.00
"Q3, 24",Wages,F,Grocery,318.00
"Q4, 25",Supplies,F,Grocery,322.00
"Q4, 24",Wages,F,Store Mgr Pay,323.00
"Q4, 25",Wages,F,Grocery,335.00
"Q3, 25",Wages,F,MEAT ,342.00
"Q2, 25",Wages,F,MEAT ,348.00
"Q3, 25",Cost of Goods Sold,F,BAKERY ,349.00
"Q2, 26",Supplies,F,PRODUCE ,350.00
"Q4, 25",Wages,F,PRODUCE ,352.00
"Q4, 25",Supplies,F,MEAT ,356.00
"Q2, 26",Wages,F,PRODUCE ,357.00
"Q1, 26",Sales,F,TOBACCO ,365.00
"Q1, 26",Wages,F,PRODUCE ,367.00
"Q2, 25",Wages,F,PRODUCE ,391.00
"Q2, 26",Cost of Goods Sold,F,DELI ,397.00
"Q4, 25",Cost of Goods Sold,F,TOBACCO ,422.00
"Q1, 26",Wages,F,PRODUCE ,427.00
"Q1, 26",Cost of Goods Sold,F,BAKERY ,440.00
"Q1, 24",Cost of Goods Sold,F,TOBACCO ,459.00
"Q4, 24",Wages,F,PRODUCE ,459.00
"Q4, 24",Cost of Goods Sold,F,TOBACCO ,478.00
"Q3, 24",Cost of Goods Sold,F,TOBACCO ,485.00
"Q2, 26",Sales,F,FLORAL ,531.00
"Q2, 24",Cost of Goods Sold,F,TOBACCO ,543.00
"Q2, 25",Supplies,F,MEAT ,573.00
"Q2, 25",Sales,F,TOBACCO ,574.00
"Q1, 25",Wages,F,MEAT ,577.00
"Q2, 26",Supplies,F,MEAT ,578.00
"Q3, 25",Supplies,F,MEAT ,584.00
"Q4, 25",Cost of Goods Sold,F,DELI ,608.00
"Q4, 25",Wages,F,MEAT ,638.00
"Q1, 25",Cost of Goods Sold,F,TOBACCO ,647.00
"Q1, 26",Wages,F,MEAT ,654.00
"Q2, 25",Sales,F,FLORAL ,660.00
"Q3, 25",Supplies,F,Grocery,664.00
"Q3, 25",Wages,F,MEAT ,673.00
"Q2, 25",Cost of Goods Sold,F,HBA ,696.00
"Q2, 26",Cost of Goods Sold,F,TOBACCO ,698.00
"Q4, 24",Sales,F,TOBACCO ,699.00
"Q2, 26",Wages,F,MEAT ,701.00
"Q1, 25",Sales,F,TOBACCO ,717.00
"Q1, 26",Supplies,F,Grocery,722.00
"Q2, 25",Cost of Goods Sold,F,TOBACCO ,733.00
"Q2, 26",Sales,F,TOBACCO ,748.00
"Q4, 24",Wages,F,Grocery,751.00
"Q3, 24",Cost of Goods Sold,F,TOBACCO ,791.00
"Q4, 24",Wages,F,Grocery,791.00
"Q3, 24",Wages,F,PRODUCE ,800.00
"Q2, 26",Cost of Goods Sold,F,HBA ,845.00
"Q1, 24",Wages,F,MEAT ,889.00
"Q2, 25",Supplies,F,Grocery,911.00
"Q3, 24",Supplies,F,MEAT ,921.00
"Q4, 24",Wages,F,Grocery,922.00
"Q2, 24",Wages,F,Grocery,927.00
"Q1, 25",Cost of Goods Sold,F,HBA ,930.00
"Q4, 25",Cost of Goods Sold,F,BAKERY ,957.00
"Q1, 24",Wages,F,Grocery,1000.00
"Q1, 24",Wages,F,Store Mgr Pay,1000.00
"Q2, 26",Supplies,F,Grocery,1020.00
"Q2, 24",Wages,F,MEAT ,1034.00
"Q1, 26",Cost of Goods Sold,F,DELI ,1074.00
"Q1, 26",Cost of Goods Sold,F,HBA ,1087.00
"Q1, 26",Supplies,F,MEAT ,1089.00
"Q2, 25",Cost of Goods Sold,F,DELI ,1104.00
"Q3, 24",Wages,F,MEAT ,1121.00
"Q2, 25",Cost of Goods Sold,F,PRODUCE ,1190.00
"Q2, 25",Cost of Goods Sold,F,BAKERY ,1201.00
"Q4, 25",Cost of Goods Sold,F,HBA ,1220.00
"Q2, 24",Cost of Goods Sold,F,HBA ,1282.00
"Q1, 25",Wages,F,MEAT ,1314.00
"Q3, 24",Wages,F,Grocery,1317.00
"Q2, 26",Cost of Goods Sold,F,BAKERY ,1339.00
"Q4, 24",Cost of Goods Sold,F,BAKERY ,1373.00
"Q3, 24",Sales,F,TOBACCO ,1413.00
"Q2, 24",Cost of Goods Sold,F,MEAT ,1426.00
"Q3, 24",Supplies,F,PRODUCE ,1454.00
"Q1, 24",Wages,F,Grocery,1554.00
"Q2, 24",Wages,F,Grocery,1570.00
"Q3, 25",Wages,F,Store Mgr Pay,1595.00
"Q2, 25",Cost of Goods Sold,F,HBA ,1609.00
"Q4, 24",Wages,F,MEAT ,1639.00
"Q1, 24",Cost of Goods Sold,F,TOBACCO ,1654.00
"Q4, 25",Wages,F,Store Mgr Pay,1713.00
"Q2, 24",Cost of Goods Sold,F,PRODUCE ,1757.00
"Q1, 25",Cost of Goods Sold,F,TOBACCO ,1774.00
"Q4, 24",Sales,F,DELI ,1814.00
"Q3, 24",Cost of Goods Sold,F,MEAT ,1843.00
"Q2, 26",Wages,F,Store Mgr Pay,1853.00
"Q1, 24",Sales,F,TOBACCO ,1858.00
"Q3, 25",Cost of Goods Sold,F,HBA ,1865.00
"Q4, 24",Wages,F,MEAT ,1893.00
"Q1, 25",Supplies,F,MEAT ,1908.00
"Q2, 24",Sales,F,TOBACCO ,1939.00
"Q3, 24",Wages,F,PRODUCE ,1963.00
"Q2, 25",Wages,F,Store Mgr Pay,2097.00
"Q3, 24",Wages,F,MEAT ,2182.00
"Q3, 25",Cost of Goods Sold,F,PRODUCE ,2257.00
"Q1, 25",Wages,F,Store Mgr Pay,2269.00
"Q3, 24",Supplies,F,Grocery,2345.00
"Q2, 24",Cost of Goods Sold,F,TOBACCO ,2356.00
"Q2, 24",Wages,F,MEAT ,2497.00
"Q1, 26",Sales,F,HBA ,2599.00
"Q4, 25",Cost of Goods Sold,F,DELI ,2624.00
"Q4, 25",Cost of Goods Sold,F,PRODUCE ,2627.00
"Q2, 24",Cost of Goods Sold,F,HBA ,2653.00
"Q2, 26",Sales,F,HBA ,2741.00
"Q3, 24",Wages,F,Store Mgr Pay,2792.00
"Q4, 24",Cost of Goods Sold,F,DELI ,2805.00
"Q1, 24",Wages,F,MEAT ,2826.00
"Q1, 25",Cost of Goods Sold,F,HBA ,2911.00
"Q1, 24",Supplies,F,Grocery,3081.00
"Q1, 24",Cost of Goods Sold,F,HBA ,3111.00
"Q2, 26",Cost of Goods Sold,F,Grocery,3191.00
"Q4, 25",Sales,F,DELI ,3268.00
"Q4, 24",Wages,F,Store Mgr Pay,3296.00
"Q2, 24",Wages,F,Store Mgr Pay,3302.00
"Q1, 25",Cost of Goods Sold,F,DELI ,3313.00
"Q3, 25",Cost of Goods Sold,F,DELI ,3422.00
"Q1, 25",Sales,F,DELI ,3438.00
"Q3, 25",Wages,F,PRODUCE ,3471.00
"Q1, 24",Wages,F,Store Mgr Pay,3476.00
"Q3, 24",Cost of Goods Sold,F,HBA ,3482.00
"Q4, 25",Wages,F,PRODUCE ,3617.00
"Q4, 25",Sales,F,HBA ,3650.00
"Q2, 26",Cost of Goods Sold,F,PRODUCE ,3724.00
"Q2, 25",Sales,F,HBA ,3740.00
"Q2, 25",Wages,F,PRODUCE ,3758.00
"Q1, 25",Sales,F,HBA ,3766.00
"Q3, 25",Sales,F,HBA ,3831.00
"Q2, 25",Sales,F,DELI ,4068.00
"Q1, 24",Sales,F,HBA ,4100.00
"Q4, 24",Cost of Goods Sold,F,HBA ,4127.00
"Q2, 25",Cost of Goods Sold,F,DELI ,4220.00
"Q1, 24",Supplies,F,MEAT ,4245.00
"Q1, 25",Wages,F,PRODUCE ,4256.00
"Q1, 26",Cost of Goods Sold,F,PRODUCE ,4262.00
"Q1, 25",Cost of Goods Sold,F,PRODUCE ,4366.00
"Q3, 24",Cost of Goods Sold,F,PRODUCE ,4404.00
"Q4, 25",Cost of Goods Sold,F,MEAT ,4462.00
"Q4, 24",Supplies,F,Grocery,4477.00
"Q4, 24",Cost of Goods Sold,F,MEAT ,4497.00
"Q4, 24",Cost of Goods Sold,F,PRODUCE ,4511.00
"Q4, 24",Cost of Goods Sold,F,MEAT ,4582.00
"Q1, 26",Cost of Goods Sold,F,Grocery,4648.00
"Q3, 24",Sales,F,HBA ,4705.00
"Q1, 26",Cost of Goods Sold,F,DELI ,4844.00
"Q4, 24",Sales,F,HBA ,4886.00
"Q3, 25",Sales,F,DELI ,4935.00
"Q1, 26",Sales,F,DELI ,5154.00
"Q2, 24",Supplies,F,Grocery,5162.00
"Q2, 24",Sales,F,HBA ,5178.00
"Q2, 25",Cost of Goods Sold,F,MEAT ,5218.00
"Q4, 25",Cost of Goods Sold,F,DELI ,5244.00
"Q4, 24",Wages,F,PRODUCE ,5360.00
"Q1, 26",Wages,F,PRODUCE ,5361.00
"Q1, 25",Cost of Goods Sold,F,DELI ,5487.00
"Q3, 25",Cost of Goods Sold,F,DELI ,5555.00
"Q3, 25",Cost of Goods Sold,F,BAKERY ,5565.00
"Q2, 26",Wages,F,PRODUCE ,5642.00
"Q3, 24",Wages,F,PRODUCE ,5746.00
"Q1, 26",Cost of Goods Sold,F,BAKERY ,5750.00
"Q1, 26",Cost of Goods Sold,F,MEAT ,5857.00
"Q2, 26",Cost of Goods Sold,F,DELI ,5915.00
"Q2, 26",Sales,F,DELI ,5936.00
"Q3, 24",Cost of Goods Sold,F,HBA ,6428.00
"Q3, 25",Cost of Goods Sold,F,Grocery,6545.00
"Q2, 26",Cost of Goods Sold,F,BAKERY ,6649.00
"Q2, 26",Cost of Goods Sold,F,MEAT ,6674.00
"Q2, 25",Cost of Goods Sold,F,BAKERY ,6712.00
"Q1, 24",Wages,F,Store Mgr Pay,6726.00
"Q4, 24",Cost of Goods Sold,F,Grocery,7746.00
"Q2, 24",Cost of Goods Sold,F,Grocery,7845.00
"Q3, 25",Sales,F,BAKERY ,7892.00
"Q1, 25",Cost of Goods Sold,F,MEAT ,8006.00
"Q1, 26",Sales,F,BAKERY ,8130.00
"Q1, 25",Cost of Goods Sold,F,BAKERY ,8166.00
"Q2, 25",Cost of Goods Sold,F,Grocery,8315.00
"Q2, 25",Sales,F,BAKERY ,8397.00
"Q4, 25",Cost of Goods Sold,F,BAKERY ,8400.00
"Q1, 24",Cost of Goods Sold,F,MEAT ,8482.00
"Q1, 26",Wages,F,Store Mgr Pay,8515.00
"Q2, 26",Sales,F,BAKERY ,8639.00
"Q4, 24",Cost of Goods Sold,F,BAKERY ,8916.00
"Q4, 24",Wages,F,Store Mgr Pay,9369.00
"Q4, 25",Wages,F,Store Mgr Pay,9369.00
"Q2, 26",Wages,F,Store Mgr Pay,9500.00
"Q4, 25",Wages,F,MEAT ,10076.00
"Q1, 26",Wages,F,MEAT ,10119.00
"Q1, 25",Wages,F,Store Mgr Pay,10177.00
"Q2, 25",Wages,F,Store Mgr Pay,10258.00
"Q4, 24",Sales,F,BAKERY ,10332.00
"Q3, 25",Wages,F,MEAT ,10369.00
"Q3, 24",Wages,F,Store Mgr Pay,10500.00
"Q3, 25",Wages,F,Store Mgr Pay,10500.00
"Q4, 25",Sales,F,BAKERY ,10529.00
"Q1, 24",Cost of Goods Sold,F,PRODUCE ,10529.00
"Q2, 24",Wages,F,Store Mgr Pay,10588.00
"Q3, 25",Cost of Goods Sold,F,MEAT ,10908.00
"Q2, 26",Wages,F,MEAT ,11067.00
"Q1, 25",Sales,F,BAKERY ,11369.00
"Q2, 25",Wages,F,MEAT ,11494.00
"Q4, 24",Wages,F,MEAT ,11625.00
"Q4, 25",Cost of Goods Sold,F,Grocery,11912.00
"Q3, 24",Wages,F,MEAT ,12194.00
"Q1, 24",Wages,F,MEAT ,14260.00
"Q2, 24",Wages,F,MEAT ,15799.00
"Q1, 25",Wages,F,MEAT ,16464.00
"Q3, 24",Cost of Goods Sold,F,Grocery,18832.00
"Q4, 25",Wages,F,Grocery,27023.00
"Q1, 26",Wages,F,Grocery,28140.00
"Q3, 25",Wages,F,Grocery,28979.00
"Q4, 25",Cost of Goods Sold,F,PRODUCE ,29585.00
"Q2, 26",Wages,F,Grocery,29702.00
"Q1, 25",Cost of Goods Sold,F,Grocery,30441.00
"Q1, 26",Cost of Goods Sold,F,PRODUCE ,30800.00
"Q2, 25",Cost of Goods Sold,F,PRODUCE ,31700.00
"Q2, 25",Wages,F,Grocery,31734.00
"Q1, 25",Cost of Goods Sold,F,PRODUCE ,32261.00
"Q1, 25",Wages,F,Grocery,32949.00
"Q3, 24",Wages,F,Grocery,33962.00
"Q3, 25",Cost of Goods Sold,F,PRODUCE ,35108.00
"Q4, 24",Wages,F,Grocery,35995.00
"Q1, 24",Wages,F,Grocery,36366.00
"Q4, 24",Cost of Goods Sold,F,PRODUCE ,36584.00
"Q2, 24",Wages,F,Grocery,37428.00
"Q4, 25",Sales,F,PRODUCE ,39051.00
"Q1, 24",Cost of Goods Sold,F,PRODUCE ,39509.00
"Q2, 26",Cost of Goods Sold,F,PRODUCE ,41076.00
"Q1, 26",Sales,F,PRODUCE ,41781.00
"Q3, 24",Cost of Goods Sold,F,PRODUCE ,42003.00
"Q2, 24",Cost of Goods Sold,F,PRODUCE ,44165.00
"Q2, 25",Sales,F,PRODUCE ,45033.00
